iter	Accuracy	Logloss
884	0.8350396871	0.3434606643
885	0.8351547222	0.3432619967
886	0.8351547222	0.3432243196
887	0.8351547222	0.3431721157
888	0.8351547222	0.3431137779
889	0.8352697573	0.3430512238
890	0.8356148625	0.3429681544
891	0.836305073	0.3428364387
892	0.836305073	0.3428081395
893	0.8364201081	0.3427215168
894	0.8364201081	0.3426967683
895	0.8364201081	0.3426591469
896	0.8364201081	0.342585025
897	0.8364201081	0.3425603839
898	0.8366501783	0.3425205071
899	0.8366501783	0.3424811687
900	0.8365351432	0.3424639333
901	0.8365351432	0.3424396831
902	0.836305073	0.3423689273
903	0.8365351432	0.3423193019
904	0.8365351432	0.3422400015
905	0.8365351432	0.3421664696
906	0.8366501783	0.3421368057
907	0.8365351432	0.3420846021
908	0.8368802485	0.34200089
909	0.8368802485	0.3419265092
910	0.8368802485	0.3418495902
911	0.8367652134	0.34176668
912	0.8367652134	0.3417192977
913	0.8366501783	0.3416420112
914	0.8366501783	0.3415497147
915	0.8366501783	0.3415228986
916	0.8366501783	0.3414992978
917	0.8369952836	0.3414528902
918	0.8369952836	0.3413874005
919	0.8368802485	0.3413654483
920	0.8368802485	0.3413295702
921	0.8368802485	0.3412458195
922	0.8368802485	0.3412269151
923	0.8369952836	0.3411575677
924	0.8369952836	0.3410752875
925	0.8371103186	0.341005719
926	0.8371103186	0.3409536217
927	0.8372253537	0.3408794358
928	0.8372253537	0.3408256366
929	0.8372253537	0.3407968224
930	0.8372253537	0.3407550032
931	0.8373403888	0.3407134296
932	0.8373403888	0.3406880257
933	0.8373403888	0.3406505854
934	0.8373403888	0.3406024447
935	0.8373403888	0.3405558115
936	0.8373403888	0.3405250319
937	0.8373403888	0.3404851847
938	0.8373403888	0.3404237732
939	0.8373403888	0.3403419979
940	0.8373403888	0.3403189731
941	0.8373403888	0.3402762105
942	0.8373403888	0.3402649522
943	0.8373403888	0.3402359703
944	0.8373403888	0.3401946345
945	0.8373403888	0.3401619871
946	0.8374554239	0.3401299566
947	0.837570459	0.3400912457
948	0.8376854941	0.3399878672
949	0.8376854941	0.3399424554
950	0.8376854941	0.3398979832
951	0.8376854941	0.3398686709
952	0.8376854941	0.3398104622
953	0.8378005292	0.339762502
954	0.8378005292	0.3397442729
955	0.8378005292	0.3396779094
956	0.8378005292	0.3396189988
957	0.8378005292	0.3395893813
958	0.8378005292	0.3395652781
959	0.8378005292	0.3395010088
960	0.8378005292	0.3393204905
961	0.8378005292	0.3392747037
962	0.8380305993	0.3392093983
963	0.8380305993	0.3391431524
964	0.8381456344	0.3390629584
965	0.8381456344	0.3390293101
966	0.8380305993	0.3389507962
967	0.8380305993	0.3388743902
968	0.8381456344	0.3388205131
969	0.8381456344	0.3387724938
970	0.8382606695	0.3387022559
971	0.8382606695	0.3386628085
972	0.8382606695	0.3385932675
973	0.8383757046	0.3385458481
974	0.8384907397	0.3385156461
975	0.8384907397	0.3384397627
976	0.8386057748	0.3384054189
977	0.8386057748	0.3383513119
978	0.8386057748	0.3382816867
979	0.8386057748	0.3382460946
980	0.8386057748	0.3382242765
981	0.8387208098	0.3381273287
982	0.8386057748	0.3380612343
983	0.8386057748	0.3380260379
984	0.8387208098	0.3380057512
985	0.8386057748	0.3379559832
986	0.8387208098	0.337915852
987	0.8387208098	0.3378903487
988	0.8388358449	0.3378143184
989	0.8388358449	0.3377616877
990	0.8387208098	0.3376816228
991	0.8387208098	0.3376275854
992	0.8387208098	0.3375368218
993	0.8387208098	0.3375187432
994	0.8387208098	0.3374539929
995	0.8388358449	0.3373681504
996	0.8388358449	0.3373065828
997	0.83895088	0.3372313538
998	0.83895088	0.3371931931
999	0.8388358449	0.3371477166
